Model year,Make,Model,Vehicle class,Motor (kW),Recharge time (h),Energy Efficiency (km/kWh)
2024,Rivian,"R1T All-Terrain Dual Large (20"" Wheels)",Pickup truck: Standard,418,13,3.267973856
2024,Rivian,"R1T AT Performance Dual Large (20"" Wheels)",Pickup truck: Standard,496,13,3.267973856
2024,Rivian,"R1T Dual Large (21"" Wheels)",Pickup truck: Standard,418,13,3.717472119
2024,Rivian,"R1T Performance Dual Large (21"" Wheels)",Pickup truck: Standard,496,13,3.717472119
2024,Rivian,"R1T Dual Large (22"" Wheels)",Pickup truck: Standard,418,13,3.623188406
2024,Rivian,"R1T Performance Dual Large (22"" Wheels)",Pickup truck: Standard,496,13,3.623188406
2024,Rivian,"R1T All-Terrain Dual Max (20"" Wheels)",Pickup truck: Standard,418,14.5,3.484320557
2024,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels)",Pickup truck: Standard,496,14.5,3.484320557
2024,Rivian,"R1T Dual Max (21"" Wheels)",Pickup truck: Standard,418,14.5,4.032258065
2024,Rivian,"R1T Performance Dual Max (21"" Wheels)",Pickup truck: Standard,496,14.5,4.032258065
2024,Rivian,"R1T Dual Max (22"" Wheels)",Pickup truck: Standard,418,14.5,3.717472119
2024,Rivian,"R1T Performance Dual Max (22"" Wheels)",Pickup truck: Standard,496,14.5,3.717472119
2024,Rivian,"R1T Quad Large (20"" Wheels)",Pickup truck: Standard,650,13,3.076923077
2024,Rivian,"R1T All-Terrain Quad Large (20"" Wheels)",Pickup truck: Standard,650,13,2.994011976
2024,Rivian,"R1T Quad Large (21"" Wheels)",Pickup truck: Standard,650,13,3.484320557
2024,Rivian,"R1T Quad Large (22"" Wheels)",Pickup truck: Standard,650,13,3.25732899
2024,Rolls-Royce,"Spectre (22"" Wheels)",Compact,430,11,3.875968992
2024,Rolls-Royce,"Spectre (23"" Wheels)",Compact,430,11,3.546099291
2024,Rolls-Royce,"Black Badge Spectre (22"" Wheels)",Compact,485,11,3.731343284
2024,Rolls-Royce,"Black Badge Spectre (23"" Wheels)",Compact,485,11,3.50877193
2024,Subaru,Solterra AWD,Sport utility vehicle: Small,160,11,4.87804878
2024,Tesla,Model 3 RWD,Mid-size,192,8.5,6.329113924
2024,Tesla,Model 3 RWD (Import),Mid-size,202,8.5,6.493506494
2024,Tesla,Model 3 Long Range AWD,Mid-size,276,10,6.211180124
2024,Tesla,Model 3 Long Range AWD (Import),Mid-size,280,10,6.172839506
2024,Tesla,Model 3 Performance,Mid-size,380,10,5.347593583
2024,Tesla,Model S,Full-size,494,15,5.813953488
2024,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,15,5.102040816
2024,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,15,4.566210046
2024,Tesla,Model X,Sport utility vehicle: Standard,494,14,4.784688995
2024,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,750,14,4.651162791
2024,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,750,14,4.310344828
2024,Tesla,Model Y RWD,Sport utility vehicle: Small,203,8,5.780346821
2024,Tesla,Model Y RWD (Import),Sport utility vehicle: Small,198,8,5.586592179
2024,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,10,5.617977528
2024,Tesla,Model Y Long Range AWD (Import),Sport utility vehicle: Small,266,10,5.617977528
2024,Tesla,Model Y Performance,Sport utility vehicle: Small,314,10,5.208333333
2024,Tesla,Model Y Performance (Import),Sport utility vehicle: Small,314,10,5
2024,Toyota,bZ4X,Sport utility vehicle: Small,150,11,5.681818182
2024,Toyota,bZ4X AWD,Sport utility vehicle: Small,160,11,4.975124378
2024,VinFast,VF8 ECO,Sport utility vehicle: Standard,260,12,3.597122302
2024,VinFast,VF8 PLUS,Sport utility vehicle: Standard,260,12,3.389830508
2024,VinFast,VF8 PLUS Performance,Sport utility vehicle: Standard,300,12,2.178649237
2024,VinFast,VF9 ECO,Sport utility vehicle: Standard,300,15,3.584229391
2024,VinFast,VF9 PLUS,Sport utility vehicle: Standard,300,15,3.278688525
2024,Volkswagen,ID.4,Sport utility vehicle: Small,150,6,5.102040816
2024,Volkswagen,ID.4 S,Sport utility vehicle: Small,150,6,5.102040816
2024,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,210,8,5.405405405
2024,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,210,8,5.405405405
2024,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,250,8,4.87804878
2024,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,250,8,4.87804878
2024,Volvo,C40 Recharge,Sport utility vehicle: Small,185,8,5.102040816
2024,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,8,4.716981132
2024,Volvo,XC40 Recharge,Sport utility vehicle: Small,185,8,5.076142132
2024,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,8,4.672897196
2025,Audi,A6 60 e-tron,Full-size,315,14.5,5.076142132
2025,Audi,A6 60 e-tron ultra,Full-size,315,14.5,5.747126437
2025,Audi,Q4 45 e-tron,Sport utility vehicle: Standard,210,12,5.464480874
2025,Audi,Q4 55 e-tron quattro,Sport utility vehicle: Standard,250,12,4.761904762
2025,Audi,Q4 Sportback 55 e-tron quattro,Sport utility vehicle: Standard,250,12,4.761904762
2025,Audi,"Q6 60 e-tron quattro (19"" Wheels)",Sport utility vehicle: Standard,315,14,4.716981132
2025,Audi,"Q6 60 e-tron quattro (20"" Wheels)",Sport utility vehicle: Standard,315,14,4.566210046
2025,Audi,"Q6 Sportback 60 e-tron quattro (19"" Wheels)",Sport utility vehicle: Standard,315,14,4.926108374
2025,Audi,"Q6 Sportback 60 e-tron quattro (20"" Wheels)",Sport utility vehicle: Standard,315,14,4.694835681
2025,Audi,"Q8 e-tron (20"" Wheels)",Sport utility vehicle: Standard,300,16,3.745318352
2025,Audi,"Q8 e-tron (21"" Wheels)",Sport utility vehicle: Standard,300,16,3.355704698
2025,Audi,"Q8 Sportback e-tron (20"" Wheels)",Sport utility vehicle: Standard,300,16,3.745318352
2025,Audi,"Q8 Sportback e-tron (21"" Wheels)",Sport utility vehicle: Standard,300,16,3.355704698
2025,Audi,RS e-tron GT quattro performance,Subcompact,435,15.5,3.984063745
2025,Audi,"S e-tron GT (20"" Wheels)",Subcompact,435,15.5,4.273504274
2025,Audi,"S e-tron GT (21"" Wheels)",Subcompact,435,15.5,4.184100418
2025,Audi,"S6 e-tron quattro (20"" Wheels)",Full-size,370,14.5,5
2025,Audi,"S6 e-tron quattro (21"" Wheels)",Full-size,370,14.5,4.62962963
2025,Audi,SQ6 e-tron,Sport utility vehicle: Standard,360,14,4.255319149
2025,Audi,SQ6 Sportback e-tron quattro,Sport utility vehicle: Standard,360,14,4.366812227
2025,Audi,"SQ8 e-tron (20"" Wheels)",Sport utility vehicle: Standard,370,16,3.333333333
2025,Audi,"SQ8 e-tron (21"" or 22"" Wheels)",Sport utility vehicle: Standard,370,16,2.840909091
2025,Audi,"SQ8 Sportback e-tron (20"" Wheels)",Sport utility vehicle: Standard,370,16,3.333333333
2025,Audi,"SQ8 Sportback e-tron (21"" or 22"" Wheels)",Sport utility vehicle: Standard,370,16,2.840909091
2025,BMW,"i4 eDrive35 Gran Coupe (18"" Wheels)",Compact,210,8,5.524861878
2025,BMW,"i4 eDrive35 Gran Coupe (19"" Wheels)",Compact,210,8,5.076142132
2025,BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",Compact,250,10,5.347593583
2025,BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",Compact,250,10,4.975124378
2025,BMW,"i4 xDrive40 Gran Coupe (18"" Wheels)",Compact,295,10,4.807692308
2025,BMW,"i4 xDrive40 Gran Coupe (19"" Wheels)",Compact,295,10,4.464285714
2025,BMW,"i4 M50 xDrive Gran Coupe (19"" Wheels)",Compact,400,10,4.484304933
2025,BMW,"i4 M50 xDrive Gran Coupe (20"" Wheels)",Compact,400,10,3.816793893
2025,BMW,"i5 xDrive40 Sedan (19"" Wheels)",Compact,290,10,4.444444444
2025,BMW,"i5 xDrive40 Sedan (20"" Wheels)",Compact,290,10,4.424778761
2025,BMW,"i5 xDrive40 Sedan (21"" Wheels)",Compact,290,10,4.149377593
2025,BMW,"i5 M60 xDrive Sedan (19"" Wheels)",Compact,442,10,4.291845494
2025,BMW,"i5 M60 xDrive Sedan (20"" Wheels)",Compact,442,10,4.201680672
2025,BMW,"i5 M60 xDrive Sedan (21"" Wheels)",Compact,442,10,4.016064257
2025,BMW,"i7 xDrive60 Sedan (19"" Wheels)",Full-size,400,12,4.184100418
2025,BMW,"i7 xDrive60 Sedan (20"" Wheels)",Full-size,400,12,3.95256917
2025,BMW,"i7 xDrive60 Sedan (21"" Wheels)",Full-size,400,12,4.149377593
2025,BMW,"i7 M70 xDrive Sedan (20"" Wheels)",Full-size,485,12,3.584229391
2025,BMW,"i7 M70 xDrive Sedan (21"" Wheels)",Full-size,485,12,3.787878788
2025,BMW,"iX xDrive40 (20"" Wheels)",Sport utility vehicle: Standard,240,9,4.098360656
2025,BMW,"iX xDrive40 (21"" Wheels)",Sport utility vehicle: Standard,240,9,3.95256917
2025,BMW,"iX xDrive40 (22"" Wheels)",Sport utility vehicle: Standard,240,9,4.166666667
2025,BMW,"iX xDrive50 (20"" Wheels)",Sport utility vehicle: Standard,385,13,3.968253968
2025,BMW,"iX xDrive50 (21"" Wheels)",Sport utility vehicle: Standard,385,13,3.875968992
2025,BMW,"iX xDrive50 (22"" Wheels)",Sport utility vehicle: Standard,385,13,3.875968992
2025,BMW,"iX M60 (21"" Wheels)",Sport utility vehicle: Standard,397,13,3.623188406
2025,BMW,"iX M60 (22"" Wheels)",Sport utility vehicle: Standard,397,13,3.676470588
2025,Cadillac,CELESTIQ,Station wagon: Mid-size,375,8,3.861003861
2025,Cadillac,LYRIQ (11.5 kW Charger),Sport utility vehicle: Small,255,11.2,4.464285714
2025,Cadillac,LYRIQ (19.2 kW Charger),Sport utility vehicle: Small,255,7,4.464285714
2025,Cadillac,LYRIQ AWD (11.5 kW Charger),Sport utility vehicle: Small,375,11.2,4.237288136
2025,Cadillac,LYRIQ AWD (19.2 kW Charger),Sport utility vehicle: Small,375,7,4.048582996
2025,Cadillac,OPTIQ (11.5 kW Charger),Sport utility vehicle: Standard,247,9.5,4.901960784
2025,Cadillac,OPTIQ (19.2 kW Charger),Sport utility vehicle: Standard,247,5.9,4.901960784
2025,Chevrolet,Blazer EV,Sport utility vehicle: Small,180,9.5,4.975124378
2025,Chevrolet,"Blazer EV (22"" Wheels)",Sport utility vehicle: Small,180,9.5,4.524886878
2025,Chevrolet,Blazer EV RWD,Sport utility vehicle: Small,255,11.2,4.545454545
2025,Chevrolet,Blazer EV LT/RS AWD,Sport utility vehicle: Small,247,9.5,4.524886878
2025,Chevrolet,Blazer EV SS AWD,Sport utility vehicle: Small,375,11.2,4.048582996
2025,Chevrolet,Equinox EV,Sport utility vehicle: Small,180,9.5,5.154639175
2025,Chevrolet,Equinox EV AWD (11.5 kW Charger),Sport utility vehicle: Small,247,9.5,4.926108374
2025,Chevrolet,Equinox EV AWD (19.2 kW Charger),Sport utility vehicle: Small,247,5.9,4.566210046
2025,Chevrolet,Silverado EV LT Ext Range (11.5 kW Charger),Pickup truck: Standard,377,18.6,3.225806452
2025,Chevrolet,Silverado EV LT/RST Ext Range (19.2 kW Charger),Pickup truck: Standard,377,11.5,3.076923077
2025,Chevrolet,Silverado EV WT Std Range,Pickup truck: Standard,377,13.3,3.164556962
2025,Chevrolet,Silverado EV WT Ext Range (11.5 kW Charger),Pickup truck: Standard,377,18.6,3.333333333
2025,Chevrolet,Silverado EV WT Ext Range (19.2 kW Charger),Pickup truck: Standard,377,11.5,3.333333333
2025,Chevrolet,Silverado EV WT Max Range (19.2 kW Charger),Pickup truck: Standard,377,13.3,3.225806452
2025,Dodge,"Charger Daytona R/T AWD 2Dr (18"" Nexen Tire)",Full-size,370,10,4.149377593
2025,Dodge,"Charger Daytona R/T AWD 2Dr (20"" Nexen Tire)",Full-size,370,10,4.651162791
2025,Dodge,"Charger Daytona R/T AWD 2Dr (20"" Goodyear Tire)",Full-size,370,10,4.06504065
2025,Dodge,Charger Daytona Scat Pack Trk Pack AWD 2Dr AS Tire,Full-size,500,10,3.703703704
2025,Dodge,Charger Daytona Scat Pack Trk Pack AWD 2Dr 3S Tire,Full-size,500,10,3.344481605
2025,FIAT,500e,Minicompact,87,6.2,5.263157895
2025,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,318,11.9,3.267973856
2025,Ford,F-150 Lightning Extended Range (123 kWh),Pickup truck: Standard,420,13.7,3.424657534
2025,Ford,F-150 Lightning Extended Range (131 kWh),Pickup truck: Standard,420,14.6,3.355704698
2025,Ford,F-150 Lightning Platinum,Pickup truck: Standard,420,14.6,3.174603175
2025,Ford,F-150 Lightning PRO Extended Range (131 kWh),Pickup truck: Standard,420,10.1,3.355704698
2025,Ford ,Mustang Mach-E Standard Range,Sport utility vehicle: Small,197,7.8,4.975124378
2025,Ford ,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,242,7.7,4.504504505
2025,Ford ,Mustang Mach-E Extended Range,Sport utility vehicle: Small,216,9.6,5.235602094
2025,Ford ,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,272,10.2,5
2025,Ford ,Mustang Mach-E GT,Sport utility vehicle: Small,358,9.9,4.201680672
2025,Ford ,Mustang Mach-E Rally,Sport utility vehicle: Small,358,10.2,4.081632653
2025,Genesis,Electrified G80,Full-size,272,9,4.608294931
2025,Genesis,GV60 Advanced AWD,Sport utility vehicle: Small,234,7.2,4.524886878
2025,Genesis,GV60 Performance AWD,Sport utility vehicle: Small,320,7.2,4.347826087
2025,Genesis,Electrified GV70,Sport utility vehicle: Small,320,7.9,4.329004329
2025,GMC,HUMMER EV2X Pickup,Pickup truck: Standard,430,11.2,2.518891688
2025,GMC,HUMMER EV2X Pickup Mud Terrain Tire,Pickup truck: Standard,430,11.2,2.242152466
2025,GMC,HUMMER EV3X Pickup (20M Battery),Pickup truck: Standard,606,11.2,2.469135802
2025,GMC,HUMMER EV3X Pickup Mud Terrain Tire (20M Battery),Pickup truck: Standard,606,11.2,2.288329519
2025,GMC,HUMMER EV2X SUV,Sport utility vehicle: Standard,430,11.2,2.518891688
2025,GMC,HUMMER EV2X SUV Mud Terrain Tire,Sport utility vehicle: Standard,430,11.2,2.242152466
2025,GMC,HUMMER EV3X SUV,Sport utility vehicle: Standard,606,11.2,2.469135802
2025,GMC,HUMMER EV3X SUV Mud Terrain Tire,Sport utility vehicle: Standard,606,11.2,2.288329519
2025,GMC,Sierra EV Extended Range,Pickup truck: Standard,377,11.5,3.076923077
2025,Hyundai,IONIQ 5 Standard Range,Sport utility vehicle: Small,125,5.8,5.405405405
2025,Hyundai,IONIQ 5 Long Range,Sport utility vehicle: Small,168,8.2,5.917159763
2025,Hyundai,"IONIQ 5 Long Range AWD (19"" Wheels)",Sport utility vehicle: Small,239,8.9,4.975124378
2025,Hyundai,"IONIQ 5 Long Range AWD (20"" Wheels)",Sport utility vehicle: Small,239,8.4,4.651162791
2025,Hyundai,IONIQ 5 Long Range AWD XRT,Sport utility vehicle: Small,239,8.2,4.504504505
2025,Hyundai,IONIQ 5 N,Sport utility vehicle: Small,478,8.7,3.745318352
2025,Hyundai,IONIQ 6 Long Range (18'' Wheels),Mid-size,168,7.5,6.172839506
2025,Hyundai,IONIQ 6 Long Range (20'' Wheels),Mid-size,168,7.5,5.376344086
2025,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),Mid-size,239,7.5,5.747126437
2025,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),Mid-size,239,7.5,4.87804878
2025,Hyundai,"Kona Electric (17"" Wheels)",Sport utility vehicle: Small,150,6.7,5.524861878
2025,Hyundai,"Kona Electric (19"" Wheels)",Sport utility vehicle: Small,150,6.9,4.87804878
2025,Jeep,Wagoneer S AWD (Falken Tire),Sport utility vehicle: Standard,500,10,4.444444444
2025,Jeep,Wagoneer S AWD (Pirelli Tire),Sport utility vehicle: Standard,500,10,3.968253968
2025,Kia,EV6 Light,Sport utility vehicle: Small,125,6.2,5.494505495
2025,Kia,EV6 Wind,Sport utility vehicle: Small,168,9,5.434782609
2025,Kia,"EV6 Land AWD (19"" Wheels)",Sport utility vehicle: Small,239,8.8,5.025125628
2025,Kia,"EV6 Land AWD (20"" Wheels)",Sport utility vehicle: Small,239,8.9,4.651162791
2025,Kia,EV9 Light,Sport utility vehicle: Standard,160,11.4,4.237288136
2025,Kia,EV9 Wind,Sport utility vehicle: Standard,149,15.2,4.237288136
2025,Kia,EV9 Land AWD,Sport utility vehicle: Standard,282,14.5,3.921568627
2025,Kia,EV9 Land AWD GT-Line,Sport utility vehicle: Standard,282,15.2,3.831417625
2025,Kia,Niro EV,Sport utility vehicle: Small,150,7.5,5.376344086
2025,Lexus,"RZ 450e AWD (18"" Wheels)",Sport utility vehicle: Small,230,10,5.102040816
2025,Lexus,"RZ 450e AWD (20"" Wheels)",Sport utility vehicle: Small,230,10,4.464285714
2025,Lucid,"Air Pure (19"" Wheels)",Full-size,330,10,6.944444444
2025,Lucid,"Air Pure (20"" Wheels)",Full-size,330,10,6.172839506
2025,Lucid,"Air Touring AWD (19"" Wheels)",Full-size,462,10,6.289308176
2025,Lucid,"Air Touring AWD (20"" Wheels)",Full-size,462,10,5.813953488
2025,Lucid,"Air Touring AWD (21"" Wheels)",Full-size,462,10,5.555555556
2025,Lucid,"Air Grand Touring XR AWD (19"" Wheels)",Full-size,611,13,6.097560976
2025,Lucid,"Air Grand Touring XR AWD (20"" Wheels) ",Full-size,611,13,5.714285714
2025,Lucid,"Air Grand Touring XR AWD (21"" Wheels) ",Full-size,611,13,5.347593583
2025,Lucid,Air Sapphire AWD,Full-size,930,13,5
2025,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,460,10.75,3.344481605
2025,Mercedes-Benz,AMG EQE 4MATIC+ SUV,Sport utility vehicle: Standard,460,10.75,3.533568905
2025,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,484,14,3.745318352
2025,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,140,8.25,5.102040816
2025,Mercedes-Benz,EQB 300 4MATIC,Sport utility vehicle: Small,168,6.75,4.166666667
2025,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,215,9.5,4.098360656
2025,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,215,9.5,3.831417625
2025,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,300,9.5,4.06504065
2025,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,300,10.25,3.831417625
2025,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,265,14,4.385964912
2025,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,265,14,3.773584906
2025,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,400,14,4.464285714
2025,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,400,14,3.831417625
2025,Mercedes-Benz,Maybach EQS 680 4MATIC SUV,Sport utility vehicle: Standard,484,12.75,3.663003663
2025,Mercedes-Benz,G 580 with EQ Technology,Sport utility vehicle: Standard,432,13.6,2.976190476
2025,MINI,"Countryman SE ALL4 (18"" Wheels)",Sport utility vehicle: Small,225,8,4.608294931
2025,MINI,"Countryman SE ALL4 (19"" Wheels)",Sport utility vehicle: Small,225,8,4.366812227
2025,Nissan,ARIYA Engage,Station wagon: Small,160,10,4.830917874
2025,Nissan,ARIYA Evolve+,Station wagon: Small,178,13,4.672897196
2025,Nissan,ARIYA Evolve e-4ORCE,Station wagon: Small,250,10,4.566210046
2025,Nissan,ARIYA Evolve+ e-4ORCE,Station wagon: Small,290,13,4.385964912
2025,Nissan,"ARIYA Platinum+ e-4ORCE (19"" Wheels)",Station wagon: Small,290,14,4.310344828
2025,Nissan,"ARIYA Platinum+ e-4ORCE (20"" Wheels)",Station wagon: Small,290,14,4.149377593
2025,Nissan,LEAF SV,Mid-size,110,8,5.291005291
2025,Nissan,LEAF SV PLUS,Mid-size,160,11,5.235602094
2025,Polestar,"2 Single Motor (19"" Wheels)",Mid-size,220,8,5.434782609
2025,Polestar,"2 Single Motor (20"" Wheels)",Mid-size,220,8,5.208333333
2025,Polestar,"2 Dual Motor (19"" Wheels)",Mid-size,310,8,4.807692308
2025,Polestar,"2 Dual Motor (20"" Wheels)",Mid-size,310,8,4.608294931
2025,Polestar,2 Dual Motor Performance Pack,Mid-size,350,8,4.366812227
2025,Polestar,"3 Long Range Single Motor (20"" Wheels)",Sport utility vehicle: Standard,220,10,4.464285714
2025,Polestar,"3 Long Range Single Motor (21"" Wheels)",Sport utility vehicle: Standard,220,10,4.566210046
2025,Polestar,"3 Long Range Single Motor (22"" Wheels)",Sport utility vehicle: Standard,220,10,4.347826087
2025,Polestar,"3 Long Range Dual Motor (20"" Wheels)",Sport utility vehicle: Standard,360,10,4.132231405
2025,Polestar,"3 Long Range Dual Motor (21"" Wheels)",Sport utility vehicle: Standard,360,10,4.201680672
2025,Polestar,"3 Long Range Dual Motor (22"" Wheels)",Sport utility vehicle: Standard,360,10,3.831417625
2025,Polestar,3 Long Range Dual Motor Performance Pack,Sport utility vehicle: Standard,380,10,3.676470588
2025,Polestar,4 Long Range Single Motor,Sport utility vehicle: Standard,200,11,4.347826087
2025,Polestar,4 Long Range Dual Motor,Sport utility vehicle: Standard,400,11,3.921568627
2025,Porsche,Macan Electric,Sport utility vehicle: Small,250,11.5,4.716981132
2025,Porsche,Macan 4 Electric,Sport utility vehicle: Small,285,11.5,4.672897196
2025,Porsche,Macan 4S Electric,Sport utility vehicle: Small,330,11.5,4.329004329
2025,Porsche,Macan Turbo Electric,Sport utility vehicle: Small,430,11.5,4.366812227
2025,Porsche,Taycan 4S (Performance Battery),Compact,340,11.5,4.184100418
2025,Porsche,Taycan 4S (Performance Battery Plus),Compact,380,13,4.166666667
2025,Porsche,Taycan 4S Cross Turismo,Mid-size,380,13,3.816793893
2025,Porsche,Taycan GTS,Compact,445,13,4.132231405
2025,Porsche,Taycan GTS Sport Turismo,Compact,445,13,3.921568627
2025,Porsche,Taycan Turbo,Compact,520,13,4.098360656
2025,Porsche,Taycan Turbo Cross Turismo,Mid-size,520,13,3.745318352
2025,Porsche,Taycan Turbo S,Compact,570,13,3.759398496
2025,Porsche,Taycan Turbo S Cross Turismo,Mid-size,570,13,3.6900369
2025,Porsche,Taycan Turbo GT,Compact,580,13,3.937007874
2025,Porsche,Taycan Turbo GT with Weissach Package,Compact,580,13,3.861003861
2025,Rivian,"R1S Dual Standard (20"" Wheels)",Sport utility vehicle: Standard,418,9.5,3.759398496
2025,Rivian,"R1S Dual Standard (22"" Wheels)",Sport utility vehicle: Standard,418,9.5,4.032258065
2025,Rivian,"R1S Dual Large (20"" Wheels)",Sport utility vehicle: Standard,418,12,3.759398496
2025,Rivian,"R1S Dual Large (22"" Wheels)",Sport utility vehicle: Standard,418,12,4.081632653
2025,Rivian,"R1S All-Terrain Dual Large (20"" Wheels)",Sport utility vehicle: Standard,418,12,3.623188406
2025,Rivian,"R1S AT Performance Dual Large (20"" Wheels)",Sport utility vehicle: Standard,496,12,3.623188406
2025,Rivian,"R1S Performance Dual Large (20"" Wheels)",Sport utility vehicle: Standard,496,12,3.759398496
2025,Rivian,"R1S Performance Dual Large (22"" Wheels)",Sport utility vehicle: Standard,496,12,4.081632653
2025,Rivian,"R1S Dual Large Plus (20"" Wheels)",Sport utility vehicle: Standard,418,12,3.731343284
2025,Rivian,"R1S Dual Large Plus (22"" Wheels)",Sport utility vehicle: Standard,418,12,3.937007874
2025,Rivian,"R1S All-Terrain Dual Large Plus (20"" Wheels)",Sport utility vehicle: Standard,418,12,3.436426117
2025,Rivian,"R1S AT Performance Dual Large Plus (20"" Wheels)",Sport utility vehicle: Standard,496,12,3.436426117
2025,Rivian,"R1S Performance Dual Large Plus (20"" Wheels)",Sport utility vehicle: Standard,496,12,3.731343284
2025,Rivian,"R1S Performance Dual Large Plus (22"" Wheels)",Sport utility vehicle: Standard,496,12,3.937007874
2025,Rivian,"R1S Dual Max (20"" Wheels)",Sport utility vehicle: Standard,418,15,3.831417625
2025,Rivian,"R1S Dual Max (22"" Wheels)",Sport utility vehicle: Standard,418,15,4.032258065
2025,Rivian,"R1S All-Terrain Dual Max (20"" Wheels)",Sport utility vehicle: Standard,418,15,3.717472119
2025,Rivian,"R1S All-Terrain Performance Dual Max (20"" Wheels)",Sport utility vehicle: Standard,496,15,3.717472119
2025,Rivian,"R1S Performance Dual Max (20"" Wheels)",Sport utility vehicle: Standard,496,15,3.831417625
2025,Rivian,"R1S Performance Dual Max (22"" Wheels)",Sport utility vehicle: Standard,496,15,4.032258065
2025,Rivian,"R1S Tri Max (22"" Wheels)",Sport utility vehicle: Standard,634,15,3.610108303
2025,Rivian,"R1S All-Terrain Tri Max (20"" Wheels)",Sport utility vehicle: Standard,634,15,3.225806452
2025,Rivian,"R1T Dual Standard (20"" Wheels)",Pickup truck: Standard,418,9.5,3.759398496
2025,Rivian,"R1T Dual Standard (22"" Wheels)",Pickup truck: Standard,418,9.5,4.032258065
2025,Rivian,"R1T Dual Large (20"" Wheels)",Pickup truck: Standard,418,12,3.759398496
2025,Rivian,"R1T Dual Large (22"" Wheels)",Pickup truck: Standard,418,12,4.081632653
2025,Rivian,"R1T All-Terrain Dual Large (20"" Wheels)",Pickup truck: Standard,418,12,3.623188406
2025,Rivian,"R1T AT Performance Dual Large (20"" Wheels)",Pickup truck: Standard,496,12,3.623188406
2025,Rivian,"R1T Performance Dual Large (20"" Wheels)",Pickup truck: Standard,496,12,3.759398496
2025,Rivian,"R1T Performance Dual Large (22"" Wheels)",Pickup truck: Standard,496,12,4.081632653
2025,Rivian,"R1T Dual Large Plus (20"" Wheels)",Pickup truck: Standard,418,12,3.731343284
2025,Rivian,"R1T Dual Large Plus (22"" Wheels)",Pickup truck: Standard,418,12,3.937007874
2025,Rivian,"R1T All-Terrain Dual Large Plus (20"" Wheels)",Pickup truck: Standard,418,12,3.436426117
2025,Rivian,"R1T AT Performance Dual Large Plus (20"" Wheels)",Pickup truck: Standard,496,12,3.436426117
