Model year,Make,Model,Vehicle class,Motor (kW),Recharge time (h),Energy Efficiency (km/kWh)
2025,Rivian,"R1T Performance Dual Large Plus (20"" Wheels)",Pickup truck: Standard,496,12,3.731343284
2025,Rivian,"R1T Performance Dual Large Plus (22"" Wheels)",Pickup truck: Standard,496,12,3.937007874
2025,Rivian,"R1T Dual Max (20"" Wheels)",Pickup truck: Standard,418,15,3.831417625
2025,Rivian,"R1T Dual Max (22"" Wheels)",Pickup truck: Standard,418,15,4.149377593
2025,Rivian,"R1T All-Terrain Dual Max (20"" Wheels)",Pickup truck: Standard,418,15,3.717472119
2025,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels)",Pickup truck: Standard,496,15,3.717472119
2025,Rivian,"R1T Performance Dual Max (20"" Wheels)",Pickup truck: Standard,496,15,3.831417625
2025,Rivian,"R1T Performance Dual Max (22"" Wheels)",Pickup truck: Standard,496,15,4.149377593
2025,Rivian,"R1T Tri Max (22"" Wheels)",Pickup truck: Standard,634,15,3.610108303
2025,Rivian,"R1T All-Terrain Tri Max (20"" Wheels)",Pickup truck: Standard,634,15,3.225806452
2025,Rolls-Royce,"Spectre (22"" Wheels)",Compact,430,12,3.6900369
2025,Rolls-Royce,"Spectre (23"" Wheels)",Compact,430,12,3.367003367
2025,Rolls-Royce,"Black Badge Spectre (22"" Wheels)",Compact,485,12,3.546099291
2025,Rolls-Royce,"Black Badge Spectre (23"" Wheels)",Compact,485,12,3.333333333
2025,Tesla,Cybertruck AWD,Pickup truck: Standard,449,11.7,3.745318352
2025,Tesla,Model 3 Long Range-I,Mid-size,225,12,6.535947712
2025,Tesla,Model 3 Long Range AWD-I,Mid-size,296,12,6.211180124
2025,Tesla,Model 3 Performance-I,Mid-size,380,12,5.208333333
2025,Tesla,Model S,Full-size,491,10,5.917159763
2025,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,14,4.95049505
2025,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,14,4.444444444
2025,Tesla,Model X,Sport utility vehicle: Standard,491,14,4.694835681
2025,Tesla,"Model X Plaid (20"" Wheels)",Sport utility vehicle: Standard,690,14,4.484304933
2025,Tesla,"Model X Plaid (22"" Wheels)",Sport utility vehicle: Standard,690,14,4.219409283
2025,Tesla,Model Y Long Range-I,Sport utility vehicle: Small,221,12,5.988023952
2025,Tesla,Model Y Long Range AWD-I ,Sport utility vehicle: Small,291,12,5.586592179
2025,Tesla,Model Y Performance-I,Sport utility vehicle: Small,337,12,4.975124378
2025,Toyota,bZ4X,Sport utility vehicle: Small,150,11,5.681818182
2025,Toyota,"bZ4X AWD (18"" Wheels)",Sport utility vehicle: Small,160,11,4.975124378
2025,Toyota,"bZ4X AWD (20"" Wheels)",Sport utility vehicle: Small,160,11,4.87804878
2025,VinFast,VF7 PLUS,Sport utility vehicle: Standard,260,8.5,3.623188406
2025,VinFast,VF8 ECO,Sport utility vehicle: Standard,260,12,3.484320557
2025,VinFast,VF8 PLUS,Sport utility vehicle: Standard,260,12,3.584229391
2025,VinFast,VF8 PLUS Performance,Sport utility vehicle: Standard,300,12,2.114164905
2025,VinFast,VF9 ECO,Sport utility vehicle: Standard,300,15,3.496503497
2025,VinFast,VF9 PLUS,Sport utility vehicle: Standard,300,15,3.236245955
2025,Volkswagen,ID.4,Sport utility vehicle: Small,150,6,5.102040816
2025,Volkswagen,ID.4 S,Sport utility vehicle: Small,150,6,5.102040816
2025,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,210,8,5.405405405
2025,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,210,8,5.405405405
2025,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,250,8,4.87804878
2025,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,250,8,4.87804878
2025,Volkswagen,ID. Buzz Pro,Minivan,210,9,3.95256917
2025,Volkswagen,ID. Buzz Pro 4MOTION,Minivan,250,9,3.831417625
2025,Volvo,EC40,Sport utility vehicle: Small,185,8,5.076142132
2025,Volvo,EC40 Twin,Sport utility vehicle: Small,300,8,4.62962963
2025,Volvo,"EX30 Single Motor Extended Range (18"" Wheels)",Sport utility vehicle: Small,200,8,5.434782609
2025,Volvo,"EX30 Single Motor Ext Range (19"" and 20"" Wheels)",Sport utility vehicle: Small,200,8,5.524861878
2025,Volvo,EX30 Twin Performance,Sport utility vehicle: Small,315,8,5.18134715
2025,Volvo,EX40,Sport utility vehicle: Small,185,8,5.076142132
2025,Volvo,EX40 Twin,Sport utility vehicle: Small,300,8,4.464285714
2025,Volvo,"EX90 Twin Motor (20"" and 22"" Wheels)",Sport utility vehicle: Standard,300,10,3.831417625
2025,Volvo,"EX90 Twin Motor (21"" Wheels)",Sport utility vehicle: Standard,300,10,4.016064257
2025,Volvo,"EX90 Twin Motor Performance (20"" and 22"" Wheels)",Sport utility vehicle: Standard,300,10,3.831417625
2025,Volvo,"EX90 Twin Motor Performance (21"" Wheels)",Sport utility vehicle: Standard,300,10,4.016064257
2026,Audi,Q4 45 e-tron,Sport utility vehicle: Standard,210,12,5.464480874
2026,Audi,Q4 55 e-tron quattro,Sport utility vehicle: Standard,250,9.5,4.651162791
2026,Audi,Q4 Sportback 55 e-tron quattro,Sport utility vehicle: Standard,250,9.5,4.651162791
2026,Audi,RS e-tron GT quattro performance,Subcompact,550,15.5,4
2026,Audi,"S e-tron GT (20"" Wheels)",Subcompact,435,15.5,4.273504274
2026,Audi,"S e-tron GT (21"" Wheels)",Subcompact,435,15.5,4.184100418
2026,BMW,"i4 eDrive35 Gran Coupe (18"" Wheels)",Compact,210,7,5.714285714
2026,BMW,"i4 eDrive35 Gran Coupe (19"" Wheels)",Compact,210,7,5.208333333
2026,BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",Compact,250,9,5.649717514
2026,BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",Compact,250,9,5.18134715
2026,BMW,"i4 xDrive40 Gran Coupe (18"" Wheels)",Compact,295,8,4.807692308
2026,BMW,"i4 xDrive40 Gran Coupe (19"" Wheels)",Compact,295,8,4.464285714
2026,BMW,"i4 M60 xDrive Gran Coupe (19"" Wheels)",Compact,442,9,4.672897196
2026,BMW,"i4 M60 xDrive Gran Coupe (20"" Wheels)",Compact,442,9,3.891050584
2026,BMW,"i5 xDrive40 Sedan (19"" Wheels)",Compact,290,8,4.672897196
2026,BMW,"i5 xDrive40 Sedan (20"" Wheels)",Compact,290,8,4.566210046
2026,BMW,"i5 xDrive40 Sedan (21"" Wheels)",Compact,290,8,4.329004329
2026,BMW,"i5 M60 xDrive Sedan (19"" Wheels)",Compact,442,8,4.716981132
2026,BMW,"i5 M60 xDrive Sedan (20"" Wheels)",Compact,442,8,4.484304933
2026,BMW,"i5 M60 xDrive Sedan (21"" Wheels)",Compact,442,8,4.329004329
2026,BMW,"i7 xDrive60 Sedan (19"" Wheels)",Full-size,400,10,4.184100418
2026,BMW,"i7 xDrive60 Sedan (20"" Wheels)",Full-size,400,10,3.95256917
2026,BMW,"i7 xDrive60 Sedan (21"" Wheels)",Full-size,400,10,4.149377593
2026,BMW,"i7 M70 xDrive Sedan (20"" Wheels)",Full-size,485,10,3.571428571
2026,BMW,"i7 M70 xDrive Sedan (21"" Wheels)",Full-size,485,10,3.787878788
2026,BMW,"iX xDrive45 (20"" Wheels)",Sport utility vehicle: Standard,300,10,4.464285714
2026,BMW,"iX xDrive45 (21"" Wheels)",Sport utility vehicle: Standard,300,10,4.273504274
2026,BMW,"iX xDrive45 (22"" Wheels)",Sport utility vehicle: Standard,300,10,4
2026,BMW,"iX xDrive45 (23"" Wheels)",Sport utility vehicle: Standard,300,10,4.166666667
2026,BMW,"iX xDrive60 (20"" Wheels)",Sport utility vehicle: Standard,400,11,4.62962963
2026,BMW,"iX xDrive60 (21"" Wheels)",Sport utility vehicle: Standard,400,11,4.329004329
2026,BMW,"iX xDrive60 (22"" Wheels)",Sport utility vehicle: Standard,400,11,4.184100418
2026,BMW,"iX xDrive60 (23"" Wheels)",Sport utility vehicle: Standard,400,11,4.06504065
2026,BMW,"iX M70 (21"" Wheels)",Sport utility vehicle: Standard,425,11,3.831417625
2026,BMW,"iX M70 (22"" Wheels)",Sport utility vehicle: Standard,425,11,3.623188406
2026,BMW,"iX M70 (23"" Wheels)",Sport utility vehicle: Standard,425,11,3.597122302
2026,Cadillac,CELESTIQ,Station wagon: Mid-size,440,8,3.861003861
2026,Cadillac,LYRIQ (11.5 kW Charger),Sport utility vehicle: Small,255,11.2,4.366812227
2026,Cadillac,LYRIQ (19.2 kW Charger),Sport utility vehicle: Small,255,7,4.366812227
2026,Cadillac,LYRIQ AWD (11.5 kW Charger),Sport utility vehicle: Small,375,11.2,4.237288136
2026,Cadillac,LYRIQ AWD (19.2 kW Charger),Sport utility vehicle: Small,375,7,4.048582996
2026,Cadillac,LYRIQ-V (11.5 kW Charger),Sport utility vehicle: Small,375,11.2,3.802281369
2026,Cadillac,LYRIQ-V (19.2 kW Charger),Sport utility vehicle: Small,375,7,3.802281369
2026,Cadillac,OPTIQ (11.5 kW Charger),Sport utility vehicle: Standard,210,9.5,5.025125628
2026,Cadillac,OPTIQ (19.2 kW Charger),Sport utility vehicle: Standard,210,5.9,5.025125628
2026,Cadillac,OPTIQ AWD (11.5 kW Charger),Sport utility vehicle: Standard,345,9.5,4.739336493
2026,Cadillac,OPTIQ AWD (19.2 kW Charger),Sport utility vehicle: Standard,345,5.9,4.739336493
2026,Cadillac,OPTIQ-V (11.5 kW Charger),Sport utility vehicle: Standard,345,9.5,4.385964912
2026,Cadillac,OPTIQ-V (19.2 kW Charger),Sport utility vehicle: Standard,345,5.9,3.968253968
2026,Cadillac,VISTIQ (11.5 kW Charger),Sport utility vehicle: Standard,375,11.2,4.098360656
2026,Cadillac,VISTIQ (19.2 kW Charger),Sport utility vehicle: Standard,375,7,4.098360656
2026,Chevrolet,Blazer EV,Sport utility vehicle: Small,180,9.5,4.975124378
2026,Chevrolet,"Blazer EV (22"" Wheels)",Sport utility vehicle: Small,180,9.5,4.524886878
2026,Chevrolet,Blazer EV LT/RS AWD,Sport utility vehicle: Small,247,9.5,4.504504505
2026,Chevrolet,Blazer EV SS AWD,Sport utility vehicle: Small,375,11.2,4.048582996
2026,Chevrolet,Equinox EV,Sport utility vehicle: Small,180,9.5,5.18134715
2026,Chevrolet,Equinox EV AWD (11.5 kW Charger),Sport utility vehicle: Small,247,9.5,4.926108374
2026,Chevrolet,Equinox EV AWD (19.2 kW Charger),Sport utility vehicle: Small,247,5.9,4.587155963
2026,Chevrolet,Silverado EV LT Std Range,Pickup truck: Standard,377,13.3,3.205128205
2026,Chevrolet,Silverado EV LT Ext Range (11.5 kW Charger),Pickup truck: Standard,377,18.6,3.246753247
2026,Chevrolet,Silverado EV LT Ext Range (19.2 kW Charger),Pickup truck: Standard,377,11.5,3.067484663
2026,Chevrolet,Silverado EV Trail Boss Ext Range (11.5 kW),Pickup truck: Standard,377,18.6,3.246753247
2026,Chevrolet,Silverado EV WT Std Range,Pickup truck: Standard,377,13.3,3.246753247
2026,Chevrolet,Silverado EV WT Ext Range,Pickup truck: Standard,377,11.5,3.367003367
2026,Chevrolet,Silverado EV WT Max Range,Pickup truck: Standard,377,13.8,3.25732899
2026,Dodge,Charger Daytona R/T AWD 245/55ZR18,Full-size,370,10,4.016064257
2026,Dodge,Charger Daytona R/T AWD 255/45R20,Full-size,370,10,4.524886878
2026,Dodge,Charger Daytona R/T AWD 275/40R20,Full-size,370,10,3.968253968
2026,Dodge,Charger Daytona R/T AWD 305/35ZR20,Full-size,370,10,4.115226337
2026,Dodge,Charger Daytona Scat Pack AWD 305/35ZR20,Full-size,500,10,4.115226337
2026,Dodge,Charger Daytona Scat Pack AWD 325/35ZR20 Rear,Full-size,500,10,3.703703704
2026,Dodge,Charger Daytona Scat Pack AWD 325/35ZR20 Rear 3S,Full-size,500,10,3.448275862
2026,FIAT,500e,Minicompact,87,6.2,5.263157895
2026,Ford,F-150 Lightning Extended Range (123 kWh),Pickup truck: Standard,420,13.7,3.424657534
2026,Ford,F-150 Lightning Extended Range (131 kWh),Pickup truck: Standard,420,14.6,3.355704698
2026,Ford,F-150 Lightning Platinum,Pickup truck: Standard,420,14.6,3.174603175
2026,Ford,F-150 Lightning PRO Extended Range (131 kWh),Pickup truck: Standard,420,10.1,3.355704698
2026,Ford,F-150 Lightning STX,Pickup truck: Standard,400,13.7,3.636363636
2026,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,197,7.8,4.901960784
2026,Ford,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,242,7.7,4.484304933
2026,Ford,Mustang Mach-E Extended Range,Sport utility vehicle: Small,216,9.6,5.235602094
2026,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,272,10.2,5
2026,Ford,Mustang Mach-E GT,Sport utility vehicle: Small,358,9.9,4.310344828
2026,Ford,Mustang Mach-E Rally,Sport utility vehicle: Small,358,10,4
2026,Genesis,GV60 Advanced AWD,Sport utility vehicle: Small,234,7.2,4.545454545
2026,Genesis,GV60 Performance AWD,Sport utility vehicle: Small,320,7.2,4.291845494
2026,Genesis,Electrified GV70,Sport utility vehicle: Small,320,9,4.310344828
2026,GMC,Sierra EV Std Range,Pickup truck: Standard,377,13.3,3.205128205
2026,GMC,Sierra EV Denali Ext Range (11.5 kW Charger),Pickup truck: Standard,377,18.6,3.246753247
2026,GMC,Sierra EV Denali Ext Range (19.2 kW Charger),Pickup truck: Standard,377,11.5,3.067484663
2026,GMC,Sierra EV Elevation Ext Range (11.5 kW Charger),Pickup truck: Standard,377,18.6,3.246753247
2026,GMC,Sierra EV Elevation Ext Range (19.2 kW Charger),Pickup truck: Standard,377,11.5,3.067484663
2026,Hyundai,IONIQ 5 Long Range,Sport utility vehicle: Small,168,8.2,5.917159763
2026,Hyundai,"IONIQ 5 Long Range AWD (19"" Wheels)",Sport utility vehicle: Small,239,8.9,4.975124378
2026,Hyundai,"IONIQ 5 Long Range AWD (20"" Wheels)",Sport utility vehicle: Small,239,8.4,4.651162791
2026,Hyundai,IONIQ 5 Long Range AWD XRT,Sport utility vehicle: Small,239,8.2,4.504504505
2026,Hyundai,IONIQ 5 N,Sport utility vehicle: Small,478,8.7,3.745318352
2026,Hyundai,IONIQ 9,Sport utility vehicle: Standard,160,11.9,4.347826087
2026,Hyundai,IONIQ 9 AWD,Sport utility vehicle: Standard,226,11.8,4.201680672
2026,Hyundai,IONIQ 9 AWD Performance,Sport utility vehicle: Standard,315,12.1,4.048582996
2026,Hyundai,Kona Electric,Sport utility vehicle: Small,150,6.7,5.524861878
2026,Jeep,Wagoneer S AWD (Falken Tire),Sport utility vehicle: Standard,500,10,4.444444444
2026,Jeep,Wagoneer S AWD (Pirelli Tire),Sport utility vehicle: Standard,500,10,4.115226337
2026,Kia,EV9 Light,Sport utility vehicle: Standard,160,8.1,4.237288136
2026,Kia,EV9 Wind,Sport utility vehicle: Standard,149,10.7,4.237288136
2026,Kia,EV9 Land AWD,Sport utility vehicle: Standard,282,10.7,4.016064257
2026,Kia,EV9 Land AWD GT-Line,Sport utility vehicle: Standard,282,10.5,3.921568627
2026,Kia,EV9 GT,Sport utility vehicle: Standard,374,10.8,3.745318352
2026,Kia,Niro EV,Sport utility vehicle: Small,150,7.5,5.376344086
2026,Lexus,RZ 350e,Sport utility vehicle: Small,165,8,5.882352941
2026,Lexus,"RZ 450e AWD (18"" Wheels)",Sport utility vehicle: Small,230,8,5.154639175
2026,Lexus,"RZ 450e AWD (20"" Wheels)",Sport utility vehicle: Small,230,8,5.102040816
2026,Lexus,RZ 550e AWD,Sport utility vehicle: Small,300,8,4.545454545
2026,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,460,10.75,3.344481605
2026,Mercedes-Benz,AMG EQE 4MATIC+ SUV,Station wagon: Mid-size,460,10.75,3.533568905
2026,Mercedes-Benz,CLA 350 4MATIC with EQ Technology,Compact,260,8.85,5.649717514
2026,Mercedes-Benz,EQE 320 4MATIC Sedan,Mid-size,235,10.75,4.098360656
2026,Mercedes-Benz,EQE 320 4MATIC SUV,Station wagon: Mid-size,235,10.75,3.831417625
2026,Mercedes-Benz,EQS 400 4MATIC SUV,Sport utility vehicle: Standard,265,14,3.773584906
2026,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,265,14,4.385964912
2026,Mercedes-Benz,EQS 550 4MATIC SUV,Sport utility vehicle: Standard,400,14,3.831417625
2026,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,400,14,4.464285714
2026,Mercedes-Benz,Maybach EQS 680 4MATIC SUV,Sport utility vehicle: Standard,484,14,4.016064257
2026,Mercedes-Benz,G 580 with EQ Technology,Sport utility vehicle: Standard,432,13.6,2.976190476
2026,MINI,"Countryman SE ALL4 (18"" Wheels)",Sport utility vehicle: Small,225,8,4.608294931
2026,MINI,"Countryman SE ALL4 (19"" Wheels)",Sport utility vehicle: Small,225,8,4.366812227
2026,Nissan,ARIYA SV,Station wagon: Small,160,10,4.830917874
2026,Nissan,ARIYA SL+,Station wagon: Small,178,14,4.672897196
2026,Nissan,ARIYA SL e-4ORCE,Station wagon: Small,250,10,4.566210046
2026,Nissan,ARIYA SL+ e-4ORCE,Station wagon: Small,290,14,4.385964912
2026,Nissan,ARIYA Platinum+ e-4ORCE,Station wagon: Small,290,14,4.310344828
2026,Nissan,LEAF S PLUS,Station wagon: Small,160,12,5.780346821
2026,Nissan,LEAF SV PLUS,Station wagon: Small,160,12,5.434782609
2026,Nissan,LEAF Platinum PLUS,Station wagon: Small,160,12,4.926108374
2026,Polestar,"3 Long Range Single Motor (20"" Wheels)",Sport utility vehicle: Standard,245,10,4.524886878
2026,Polestar,"3 Long Range Single Motor (21"" Wheels)",Sport utility vehicle: Standard,245,10,4.62962963
2026,Polestar,"3 Long Range Dual Motor (20"" Wheels)",Sport utility vehicle: Standard,400,11,4.237288136
2026,Polestar,"3 Long Range Dual Motor (21"" Wheels)",Sport utility vehicle: Standard,400,11,4.291845494
2026,Polestar,"3 Long Range Dual Motor (22"" Wheels)",Sport utility vehicle: Standard,400,11,3.875968992
2026,Polestar,3 Long Range Dual Motor Performance Pack,Sport utility vehicle: Standard,500,11,3.875968992
2026,Polestar,4 Long Range Single Motor,Sport utility vehicle: Standard,200,11,4.608294931
2026,Polestar,4 Long Range Dual Motor,Sport utility vehicle: Standard,400,11,4.016064257
2026,Polestar,4 Long Range Dual Motor Performance,Sport utility vehicle: Standard,400,11,3.663003663
2026,Rivian,"R1S Dual Standard (20"" Wheels)",Sport utility vehicle: Standard,418,9.5,3.759398496
2026,Rivian,"R1S Dual Standard (22"" Wheels)",Sport utility vehicle: Standard,418,9.5,4.032258065
2026,Rivian,"R1S Dual Large (20"" Wheels)",Sport utility vehicle: Standard,418,12,3.759398496
2026,Rivian,"R1S Dual Large (22"" Wheels)",Sport utility vehicle: Standard,418,12,4.081632653
2026,Rivian,"R1S All-Terrain Dual Large (20"" Wheels)",Sport utility vehicle: Standard,418,12,3.623188406
2026,Rivian,"R1S AT Performance Dual Large (20"" Wheels)",Sport utility vehicle: Standard,496,12,3.623188406
2026,Rivian,"R1S Performance Dual Large (20"" Wheels)",Sport utility vehicle: Standard,496,12,3.759398496
2026,Rivian,"R1S Performance Dual Large (22"" Wheels)",Sport utility vehicle: Standard,496,12,4.081632653
2026,Rivian,"R1S Dual Large Plus (20"" Wheels)",Sport utility vehicle: Standard,418,12,3.731343284
2026,Rivian,"R1S Dual Large Plus (22"" Wheels)",Sport utility vehicle: Standard,418,12,3.937007874
2026,Rivian,"R1S All-Terrain Dual Large Plus (20"" Wheels)",Sport utility vehicle: Standard,418,12,3.436426117
2026,Rivian,"R1S AT Performance Dual Large Plus (20"" Wheels)",Sport utility vehicle: Standard,496,12,3.436426117
2026,Rivian,"R1S Performance Dual Large Plus (20"" Wheels)",Sport utility vehicle: Standard,496,12,3.731343284
2026,Rivian,"R1S Performance Dual Large Plus (22"" Wheels)",Sport utility vehicle: Standard,496,12,3.937007874
2026,Rivian,"R1S Dual Max (20"" Wheels)",Sport utility vehicle: Standard,418,15,3.831417625
2026,Rivian,"R1S Dual Max (22"" Wheels)",Sport utility vehicle: Standard,418,15,4.032258065
2026,Rivian,"R1S All-Terrain Dual Max (20"" Wheels)",Sport utility vehicle: Standard,418,15,3.717472119
2026,Rivian,"R1S All-Terrain Performance Dual Max (20"" Wheels)",Sport utility vehicle: Standard,496,15,3.717472119
2026,Rivian,"R1S Performance Dual Max (20"" Wheels)",Sport utility vehicle: Standard,496,15,3.831417625
2026,Rivian,"R1S Performance Dual Max (22"" Wheels)",Sport utility vehicle: Standard,496,15,4.032258065
2026,Rivian,"R1S Tri Max (22"" Wheels)",Sport utility vehicle: Standard,634,15,3.610108303
2026,Rivian,"R1S All-Terrain Tri Max (20"" Wheels)",Sport utility vehicle: Standard,634,15,3.225806452
2026,Rivian,"R1S Quad Max (20"" Wheels AT)",Sport utility vehicle: Standard,764,14,3.215434084
2026,Rivian,"R1S Quad Max (22"" Wheels)",Sport utility vehicle: Standard,764,14,3.623188406
2026,Rivian,"R1S Quad Max (22"" Wheels UHP)",Sport utility vehicle: Standard,764,14,3.401360544
2026,Rivian,"R1T Dual Standard (20"" Wheels)",Pickup truck: Standard,418,9.5,3.759398496
2026,Rivian,"R1T Dual Standard (22"" Wheels)",Pickup truck: Standard,418,9.5,4.032258065
2026,Rivian,"R1T Dual Large (20"" Wheels)",Pickup truck: Standard,418,12,3.759398496
2026,Rivian,"R1T Dual Large (22"" Wheels)",Pickup truck: Standard,418,12,4.081632653
2026,Rivian,"R1T All-Terrain Dual Large (20"" Wheels)",Pickup truck: Standard,418,12,3.623188406
2026,Rivian,"R1T AT Performance Dual Large (20"" Wheels)",Pickup truck: Standard,496,12,3.623188406
2026,Rivian,"R1T Performance Dual Large (20"" Wheels)",Pickup truck: Standard,496,12,3.759398496
2026,Rivian,"R1T Performance Dual Large (22"" Wheels)",Pickup truck: Standard,496,12,4.081632653
2026,Rivian,"R1T Dual Large Plus (20"" Wheels)",Pickup truck: Standard,418,12,3.731343284
2026,Rivian,"R1T Dual Large Plus (22"" Wheels)",Pickup truck: Standard,418,12,3.937007874
2026,Rivian,"R1T All-Terrain Dual Large Plus (20"" Wheels)",Pickup truck: Standard,418,12,3.436426117
2026,Rivian,"R1T AT Performance Dual Large Plus (20"" Wheels)",Pickup truck: Standard,496,12,3.436426117
2026,Rivian,"R1T Performance Dual Large Plus (20"" Wheels)",Pickup truck: Standard,496,12,3.731343284
2026,Rivian,"R1T Performance Dual Large Plus (22"" Wheels)",Pickup truck: Standard,496,12,3.937007874
2026,Rivian,"R1T Dual Max (20"" Wheels)",Pickup truck: Standard,418,15,3.831417625
2026,Rivian,"R1T Dual Max (22"" Wheels)",Pickup truck: Standard,418,15,4.149377593
2026,Rivian,"R1T All-Terrain Dual Max (20"" Wheels)",Pickup truck: Standard,418,15,3.717472119
2026,Rivian,"R1T All-Terrain Performance Dual Max (20"" Wheels)",Pickup truck: Standard,496,15,3.717472119
2026,Rivian,"R1T Performance Dual Max (20"" Wheels)",Pickup truck: Standard,496,15,3.831417625
2026,Rivian,"R1T Performance Dual Max (22"" Wheels)",Pickup truck: Standard,496,15,4.149377593
2026,Rivian,"R1T Tri Max (22"" Wheels)",Pickup truck: Standard,634,15,3.610108303
2026,Rivian,"R1T All-Terrain Tri Max (20"" Wheels)",Pickup truck: Standard,634,15,3.225806452
2026,Rivian,"R1T Quad Max (20"" Wheels AT)",Pickup truck: Standard,764,14,3.215434084
2026,Rivian,"R1T Quad Max (22"" Wheels)",Pickup truck: Standard,764,14,3.623188406
2026,Rivian,"R1T Quad Max (22"" Wheels UHP)",Pickup truck: Standard,764,14,3.401360544
2026,Rolls-Royce,"Spectre (22"" Wheels)",Compact,430,10,3.6900369
2026,Rolls-Royce,"Spectre (23"" Wheels)",Compact,430,10,3.367003367
2026,Rolls-Royce,"Black Badge Spectre (22"" Wheels)",Compact,485,10,3.546099291
2026,Rolls-Royce,"Black Badge Spectre (23"" Wheels)",Compact,485,10,3.333333333
2026,Tesla,Cybertruck AWD,Pickup truck: Standard,449,11.7,3.745318352
2026,Tesla,Model S,Full-size,491,10,5.917159763
2026,Tesla,"Model S Plaid (19"" Wheels)",Full-size,750,10,5.263157895
2026,Tesla,"Model S Plaid (21"" Wheels)",Full-size,750,10,4.444444444
2026,Tesla,Model X,Sport utility vehicle: Standard,491,14,5
2026,Tesla,Model X Plaid,Sport utility vehicle: Standard,690,14,4.784688995
2026,Tesla,Model Y Long Range AWD-B,Sport utility vehicle: Small,296,8,5.780346821
2026,Tesla,Model Y Long Range AWD-B (pre-6/11/25),Sport utility vehicle: Small,296,8,5.780346821
2026,Tesla,Model Y Long Range AWD-I,Sport utility vehicle: Small,296,8,5.847953216
2026,Toyota,bZ,Sport utility vehicle: Small,125,6,6.211180124
2026,Toyota,bZ AWD,Sport utility vehicle: Small,250,8,5.780346821
2026,Toyota,bZ Limited AWD,Sport utility vehicle: Small,250,8,5.376344086
2026,VinFast,VF8 ECO,Sport utility vehicle: Standard,260,12,3.484320557
2026,VinFast,VF8 PLUS,Sport utility vehicle: Standard,260,12,3.584229391
2026,VinFast,VF8 PLUS Performance,Sport utility vehicle: Standard,300,12,2.114164905
2026,Volkswagen,ID. Buzz,Minivan,210,9,3.95256917
2026,Volkswagen,ID. Buzz 4MOTION,Minivan,250,9,3.831417625
2026,Volkswagen,ID.4,Sport utility vehicle: Small,210,8,5.405405405
2026,Volkswagen,ID.4 AWD,Sport utility vehicle: Small,250,8,4.87804878
2026,Volvo,EC40,Sport utility vehicle: Small,185,8,5.076142132
2026,Volvo,EC40 Twin,Sport utility vehicle: Small,300,8,4.62962963
2026,Volvo,EX30 Single Motor Extended Range,Sport utility vehicle: Small,200,8,5.524861878
2026,Volvo,EX30 Twin Performance,Sport utility vehicle: Small,315,8,5.18134715
2026,Volvo,"EX30 Cross Country (18"" Wheels)",Sport utility vehicle: Small,315,8,4.255319149
2026,Volvo,"EX30 Cross Country (19"" Wheels)",Sport utility vehicle: Small,315,8,4.716981132
2026,Volvo,EX40,Sport utility vehicle: Small,185,8,5.076142132
2026,Volvo,EX40 Twin,Sport utility vehicle: Small,300,8,4.464285714
